,ids,class,fold,target
25,endpoint/great_tit/open-uri20210630-1223739-sqxvwh+.jpg,great_tit,4,22
26,endpoint/great_tit/open-uri20210703-1531991-cu9k1b+.jpg,great_tit,4,22
27,endpoint/great_tit/open-uri20210630-1223739-1e7vqdb+.jpg,great_tit,1,22
28,endpoint/great_tit/open-uri20210703-1531991-jl000x+.jpg,great_tit,1,22
29,endpoint/great_tit/open-uri20210703-1531991-1egh853+.jpg,great_tit,1,22
30,endpoint/great_tit/open-uri20210630-1223739-2esvu1+.jpg,great_tit,4,22
31,endpoint/great_tit/open-uri20210703-1531991-1sb4tp5+.jpg,great_tit,3,22
32,endpoint/great_tit/open-uri20210630-1223739-3a9vff+.jpg,great_tit,4,22
33,endpoint/great_tit/open-uri20210630-1223739-1rxc38z+.jpg,great_tit,4,22
34,endpoint/great_tit/open-uri20210703-1531991-1whqlib+.jpg,great_tit,1,22
35,endpoint/great_tit/open-uri20210630-1223739-6ccy49+.jpg,great_tit,2,22
36,endpoint/great_tit/open-uri20210630-1223739-10yx50h+.jpg,great_tit,1,22
37,endpoint/great_tit/open-uri20210630-1223739-10lxhan+.jpg,great_tit,0,22
38,endpoint/great_tit/open-uri20210630-1223739-166oweb+.jpg,great_tit,0,22
39,endpoint/great_tit/open-uri20210630-1223739-wx7xua+.jpg,great_tit,4,22
40,endpoint/great_tit/open-uri20210630-1223739-1pnruex+.jpg,great_tit,0,22
41,endpoint/great_tit/open-uri20210630-1223739-sbfx6y+.jpg,great_tit,1,22
42,endpoint/great_tit/open-uri20210703-1531991-15xdob0+.jpg,great_tit,0,22
43,endpoint/great_tit/open-uri20210630-1223739-v3vwkd+.jpg,great_tit,0,22
44,endpoint/great_tit/open-uri20210630-1223739-lodzcl+.jpg,great_tit,0,22
45,endpoint/great_tit/open-uri20210630-1223739-igcyu3+.jpg,great_tit,3,22
46,endpoint/great_tit/open-uri20210630-1223739-108fxwq+.jpg,great_tit,0,22
47,endpoint/great_tit/open-uri20210630-1223739-1140rl8+.jpg,great_tit,3,22
48,endpoint/great_tit/open-uri20210630-1223739-eb27xg+.jpg,great_tit,4,22
49,endpoint/great_tit/open-uri20210703-1531991-qwn68l+.jpg,great_tit,0,22
50,endpoint/great_tit/open-uri20210630-1223739-n1e6kt+.jpg,great_tit,1,22
51,endpoint/great_tit/open-uri20210630-1223739-k3q797+.jpg,great_tit,3,22
52,endpoint/great_tit/open-uri20210630-1223739-1913kvv+.jpg,great_tit,4,22
53,endpoint/great_tit/open-uri20210630-1223739-hsw01u+.jpg,great_tit,2,22
54,endpoint/great_tit/open-uri20210630-1223739-kun4fb+.jpg,great_tit,0,22
55,endpoint/great_tit/open-uri20210630-1223739-k3hz2r+.jpg,great_tit,0,22
56,endpoint/great_tit/open-uri20210703-1531991-tq7nu7+.jpg,great_tit,3,22
57,endpoint/great_tit/open-uri20210630-1223739-1729kc3+.jpg,great_tit,0,22
58,endpoint/great_tit/open-uri20210630-1223739-1e8bgu0+.jpg,great_tit,2,22
59,endpoint/great_tit/open-uri20210630-1223739-a2pysf+.jpg,great_tit,3,22
60,endpoint/great_tit/open-uri20210630-1223739-hjp8zk+.jpg,great_tit,3,22
61,endpoint/great_tit/open-uri20210630-1223739-3hhcxb+.jpg,great_tit,2,22
62,endpoint/great_tit/open-uri20210630-1223739-1dhbpp9+.jpg,great_tit,0,22
63,endpoint/great_tit/5a364cfb95f028e161b1019210c2d222.jpg,great_tit,2,22
64,endpoint/great_tit/open-uri20210630-1223739-1e4u3sf+.jpg,great_tit,3,22
65,endpoint/great_tit/open-uri20210630-1223739-14t124t+.jpg,great_tit,3,22
66,endpoint/great_tit/open-uri20210630-1223739-15dker1+.jpg,great_tit,2,22
67,endpoint/great_tit/open-uri20210630-1223739-1cc3tcj+.jpg,great_tit,2,22
68,endpoint/great_tit/open-uri20210630-1223739-weq9oj+.jpg,great_tit,0,22
69,endpoint/great_tit/open-uri20210630-1223739-1wxpbbf+.jpg,great_tit,2,22
70,endpoint/great_tit/open-uri20210703-1531991-3nsujv+.jpg,great_tit,1,22
71,endpoint/great_tit/open-uri20210703-1531991-1j1jdsb+.jpg,great_tit,2,22
72,endpoint/great_tit/open-uri20210630-1223739-1jatfeb+.jpg,great_tit,0,22
73,endpoint/great_tit/open-uri20210630-1223739-eeshym+.jpg,great_tit,0,22
74,endpoint/great_tit/open-uri20210630-1223739-ecsslf+.jpg,great_tit,0,22
75,endpoint/great_tit/open-uri20210703-1531991-1daekpv+.jpg,great_tit,4,22
76,endpoint/great_tit/open-uri20210630-1223739-1yphsur+.jpg,great_tit,4,22
77,endpoint/great_tit/open-uri20210630-1223739-1sb6d0i+.jpg,great_tit,2,22
78,endpoint/great_tit/open-uri20210703-1531991-1p93eha+.jpg,great_tit,3,22
79,endpoint/great_tit/cce62ea832665cdc93512ce32a104dce.jpg,great_tit,0,22
80,endpoint/great_tit/open-uri20210630-1223739-1x8x1a0+.jpg,great_tit,0,22
81,endpoint/great_tit/open-uri20210630-1223739-1j6e0rj+.jpg,great_tit,4,22
82,endpoint/great_tit/open-uri20210703-1531991-u9al74+.jpg,great_tit,0,22
83,endpoint/great_tit/open-uri20210630-1223739-1xh2i5s+.jpg,great_tit,0,22
84,endpoint/great_tit/open-uri20210630-1223739-148ecab+.jpg,great_tit,2,22
85,endpoint/great_tit/open-uri20210630-1223739-9uf5sa+.jpg,great_tit,0,22
86,endpoint/great_tit/open-uri20210703-1531991-l4fl00+.jpg,great_tit,1,22
87,endpoint/great_tit/open-uri20210630-1223739-zezl42+.jpg,great_tit,4,22
88,endpoint/great_tit/open-uri20210630-1223739-ub1762+.jpg,great_tit,4,22
89,endpoint/great_tit/open-uri20210630-1223739-73hsh1+.jpg,great_tit,1,22
90,endpoint/great_tit/open-uri20210630-1223739-13lplr7+.jpg,great_tit,2,22
91,endpoint/great_tit/open-uri20210630-1223739-fvx17+.jpg,great_tit,1,22
92,endpoint/great_tit/open-uri20210630-1223739-1xlj84h+.jpg,great_tit,0,22
93,endpoint/great_tit/open-uri20210703-1531991-i7n7ai+.jpg,great_tit,1,22
94,endpoint/great_tit/open-uri20210630-1223739-6um0y+.jpg,great_tit,3,22
95,endpoint/great_tit/open-uri20210630-1223739-7xr1ha+.jpg,great_tit,0,22
96,endpoint/great_tit/704a9654226d6a6124d00ab633ed5ef9.jpg,great_tit,3,22
97,endpoint/great_tit/open-uri20210703-1531991-cgyutl+.jpg,great_tit,0,22
98,endpoint/great_tit/open-uri20210630-1223739-1dwxhge+.jpg,great_tit,4,22
99,endpoint/great_tit/open-uri20210703-1531991-3pkb2h+.jpg,great_tit,1,22
100,endpoint/great_tit/open-uri20210630-1223739-z6gdh0+.jpg,great_tit,0,22
101,endpoint/great_tit/open-uri20210630-1223739-12bcsdq+.jpg,great_tit,0,22
102,endpoint/great_tit/open-uri20210703-1531991-o3yx42+.jpg,great_tit,3,22
103,endpoint/great_tit/open-uri20210630-1223739-fciviq+.jpg,great_tit,1,22
104,endpoint/great_tit/open-uri20210630-1223739-7ic5ak+.jpg,great_tit,2,22
105,endpoint/great_tit/open-uri20210630-1223739-1u6m937+.jpg,great_tit,4,22
106,endpoint/great_tit/open-uri20210703-1531991-nbkhhj+.jpg,great_tit,3,22
107,endpoint/great_tit/open-uri20210630-1223739-z9hypo+.jpg,great_tit,4,22
108,endpoint/great_tit/open-uri20210630-1223739-xgvxff+.jpg,great_tit,2,22
109,endpoint/great_tit/open-uri20210630-1223739-1749y3z+.jpg,great_tit,4,22
110,endpoint/great_tit/open-uri20210703-1531991-e14l2p+.jpg,great_tit,4,22
111,endpoint/great_tit/open-uri20210630-1223739-15lrk6c+.jpg,great_tit,2,22
112,endpoint/common_wood_pigeon/open-uri20210704-1531991-eo1ey3+.jpg,common_wood_pigeon,2,6
113,endpoint/common_wood_pigeon/open-uri20210704-1531991-qwnodg+.jpg,common_wood_pigeon,2,6
114,endpoint/common_wood_pigeon/open-uri20210704-1531991-1m1m2b7+.jpg,common_wood_pigeon,0,6
115,endpoint/common_wood_pigeon/open-uri20210708-2176199-1wzvwfk+.jpg,common_wood_pigeon,1,6
116,endpoint/common_wood_pigeon/open-uri20210704-1531991-10c7y+.jpg,common_wood_pigeon,2,6
117,endpoint/common_wood_pigeon/open-uri20210708-2176199-1xcofir+.jpg,common_wood_pigeon,4,6
118,endpoint/common_wood_pigeon/open-uri20210704-1531991-1nh6gdi+.jpg,common_wood_pigeon,2,6
119,endpoint/common_wood_pigeon/open-uri20210704-1531991-1beiado+.jpg,common_wood_pigeon,1,6
120,endpoint/common_wood_pigeon/open-uri20210704-1531991-jk7gp0+.jpg,common_wood_pigeon,1,6
121,endpoint/common_wood_pigeon/open-uri20210704-1531991-52hrjc+.jpg,common_wood_pigeon,1,6
122,endpoint/common_wood_pigeon/open-uri20210708-2176199-1d31o1t+.jpg,common_wood_pigeon,3,6
123,endpoint/common_wood_pigeon/open-uri20210704-1531991-r8soew+.jpg,common_wood_pigeon,3,6
124,endpoint/common_wood_pigeon/open-uri20210704-1531991-1ybx6p+.jpg,common_wood_pigeon,1,6
125,endpoint/common_wood_pigeon/open-uri20210704-1531991-15f6ol0+.jpg,common_wood_pigeon,0,6
126,endpoint/common_wood_pigeon/open-uri20210704-1531991-12r32vp+.jpg,common_wood_pigeon,2,6
127,endpoint/common_wood_pigeon/open-uri20210704-1531991-x1jhd9+.jpg,common_wood_pigeon,0,6
128,endpoint/common_wood_pigeon/open-uri20210704-1531991-lhvq99+.jpg,common_wood_pigeon,4,6
129,endpoint/common_wood_pigeon/open-uri20210704-1531991-1f1ebap+.jpg,common_wood_pigeon,1,6
130,endpoint/common_wood_pigeon/open-uri20210704-1531991-12oijc4+.jpg,common_wood_pigeon,1,6
131,endpoint/common_wood_pigeon/open-uri20210704-1531991-1dmmcln+.jpg,common_wood_pigeon,1,6
132,endpoint/common_wood_pigeon/open-uri20210704-1531991-x5qha4+.jpg,common_wood_pigeon,2,6
133,endpoint/common_wood_pigeon/open-uri20210704-1531991-1fjmx62+.jpg,common_wood_pigeon,2,6
134,endpoint/common_wood_pigeon/open-uri20210704-1531991-1dr2f0r+.jpg,common_wood_pigeon,3,6
135,endpoint/common_wood_pigeon/open-uri20210708-2176199-rq4f5i+.jpg,common_wood_pigeon,0,6
136,endpoint/common_wood_pigeon/open-uri20210704-1531991-uwb28o+.jpg,common_wood_pigeon,2,6
137,endpoint/common_wood_pigeon/open-uri20210704-1531991-yihz2r+.jpg,common_wood_pigeon,1,6
138,endpoint/common_wood_pigeon/open-uri20210704-1531991-13coitm+.jpg,common_wood_pigeon,0,6
139,endpoint/common_wood_pigeon/open-uri20210704-1531991-1q5ftoy+.jpg,common_wood_pigeon,1,6
140,endpoint/common_wood_pigeon/open-uri20210708-2176199-1bnni2t+.jpg,common_wood_pigeon,0,6
141,endpoint/common_wood_pigeon/open-uri20210704-1531991-1fq1omq+.jpg,common_wood_pigeon,4,6
142,endpoint/common_wood_pigeon/open-uri20210704-1531991-1jjrlk9+.jpg,common_wood_pigeon,3,6
143,endpoint/common_wood_pigeon/open-uri20210708-2176199-1nnmdd3+.jpg,common_wood_pigeon,1,6
144,endpoint/common_wood_pigeon/open-uri20210704-1531991-wy0iq2+.jpg,common_wood_pigeon,0,6
145,endpoint/common_wood_pigeon/open-uri20210704-1531991-kyxl68+.jpg,common_wood_pigeon,2,6
146,endpoint/common_wood_pigeon/open-uri20210704-1531991-11blj44+.jpg,common_wood_pigeon,4,6
147,endpoint/common_wood_pigeon/open-uri20210704-1531991-1g4ltbk+.jpg,common_wood_pigeon,2,6
148,endpoint/common_wood_pigeon/open-uri20210704-1531991-1d84xr4+.jpg,common_wood_pigeon,1,6
149,endpoint/common_wood_pigeon/open-uri20210704-1531991-1v8g0wt+.jpg,common_wood_pigeon,4,6
150,endpoint/common_wood_pigeon/open-uri20210704-1531991-8lkbqs+.jpg,common_wood_pigeon,3,6
151,endpoint/common_wood_pigeon/open-uri20210704-1531991-1wodkwf+.jpg,common_wood_pigeon,3,6
152,endpoint/common_wood_pigeon/open-uri20210711-2176199-mawiia+.jpg,common_wood_pigeon,4,6
153,endpoint/common_wood_pigeon/open-uri20210704-1531991-jt685q+.jpg,common_wood_pigeon,0,6
154,endpoint/common_wood_pigeon/open-uri20210704-1531991-zur0f3+.jpg,common_wood_pigeon,3,6
155,endpoint/common_wood_pigeon/open-uri20210704-1531991-1hk0aon+.jpg,common_wood_pigeon,2,6
156,endpoint/common_wood_pigeon/open-uri20210704-1531991-k4xjbu+.jpg,common_wood_pigeon,2,6
157,endpoint/common_wood_pigeon/open-uri20210704-1531991-1a069z2+.jpg,common_wood_pigeon,4,6
158,endpoint/common_wood_pigeon/open-uri20210708-2176199-ngw50m+.jpg,common_wood_pigeon,2,6
159,endpoint/common_wood_pigeon/open-uri20210704-1531991-3jd3db+.jpg,common_wood_pigeon,4,6
160,endpoint/common_wood_pigeon/open-uri20210704-1531991-10n0tjb+.jpg,common_wood_pigeon,2,6
161,endpoint/common_wood_pigeon/open-uri20210704-1531991-5xp9c2+.jpg,common_wood_pigeon,2,6
162,endpoint/common_wood_pigeon/open-uri20210704-1531991-73yxdm+.jpg,common_wood_pigeon,2,6
163,endpoint/common_wood_pigeon/open-uri20210704-1531991-80do7q+.jpg,common_wood_pigeon,1,6
164,endpoint/common_wood_pigeon/open-uri20210704-1531991-jkr0sa+.jpg,common_wood_pigeon,3,6
165,endpoint/common_wood_pigeon/open-uri20210704-1531991-9xf96n+.jpg,common_wood_pigeon,2,6
166,endpoint/common_wood_pigeon/open-uri20210704-1531991-j2yk6a+.jpg,common_wood_pigeon,0,6
167,endpoint/common_wood_pigeon/open-uri20210704-1531991-1hbb6aa+.jpg,common_wood_pigeon,2,6
168,endpoint/common_wood_pigeon/open-uri20210704-1531991-10tvdsr+.jpg,common_wood_pigeon,3,6
169,endpoint/common_wood_pigeon/open-uri20210708-2176199-r1sjw3+.jpg,common_wood_pigeon,3,6
170,endpoint/common_wood_pigeon/open-uri20210704-1531991-17w61x2+.jpg,common_wood_pigeon,1,6
171,endpoint/common_wood_pigeon/open-uri20210708-2176199-1d7pphf+.jpg,common_wood_pigeon,0,6
172,endpoint/common_wood_pigeon/open-uri20210708-2176199-13mf8gc+.jpg,common_wood_pigeon,3,6
173,endpoint/common_wood_pigeon/open-uri20210704-1531991-uspmba+.jpg,common_wood_pigeon,0,6
174,endpoint/common_wood_pigeon/open-uri20210704-1531991-prhmgc+.jpg,common_wood_pigeon,1,6
175,endpoint/common_wood_pigeon/open-uri20210704-1531991-7i3cpr+.jpg,common_wood_pigeon,2,6
176,endpoint/common_wood_pigeon/open-uri20210704-1531991-u59s7l+.jpg,common_wood_pigeon,3,6
177,endpoint/common_wood_pigeon/open-uri20210704-1531991-bmwbca+.jpg,common_wood_pigeon,0,6
178,endpoint/common_wood_pigeon/open-uri20210704-1531991-dmybob+.jpg,common_wood_pigeon,4,6
179,endpoint/common_wood_pigeon/open-uri20210708-2176199-1sdsoq2+.jpg,common_wood_pigeon,4,6
180,endpoint/common_wood_pigeon/open-uri20210704-1531991-tsua2z+.jpg,common_wood_pigeon,4,6
181,endpoint/common_wood_pigeon/open-uri20210704-1531991-iqy6qt+.jpg,common_wood_pigeon,3,6
182,endpoint/common_wood_pigeon/open-uri20210708-2176199-pid6my+.jpg,common_wood_pigeon,2,6
183,endpoint/common_wood_pigeon/open-uri20210704-1531991-idcenv+.jpg,common_wood_pigeon,3,6
184,endpoint/common_wood_pigeon/open-uri20210704-1531991-12dwn2c+.jpg,common_wood_pigeon,4,6
185,endpoint/common_wood_pigeon/open-uri20210704-1531991-9x83sd+.jpg,common_wood_pigeon,1,6
186,endpoint/common_wood_pigeon/open-uri20210704-1531991-r14zp2+.jpg,common_wood_pigeon,4,6
187,endpoint/common_wood_pigeon/open-uri20210708-2176199-z3h00q+.jpg,common_wood_pigeon,0,6
188,endpoint/common_wood_pigeon/open-uri20210704-1531991-kswlqc+.jpg,common_wood_pigeon,2,6
189,endpoint/common_wood_pigeon/open-uri20210704-1531991-1tkmtok+.jpg,common_wood_pigeon,4,6
190,endpoint/common_wood_pigeon/open-uri20210704-1531991-j1d4qn+.jpg,common_wood_pigeon,3,6
191,endpoint/common_wood_pigeon/open-uri20210704-1531991-1fcwysj+.jpg,common_wood_pigeon,1,6
192,endpoint/common_wood_pigeon/open-uri20210704-1531991-1yds11v+.jpg,common_wood_pigeon,3,6
193,endpoint/common_wood_pigeon/open-uri20210704-1531991-131z0ul+.jpg,common_wood_pigeon,0,6
194,endpoint/common_wood_pigeon/open-uri20210704-1531991-1e34zsu+.jpg,common_wood_pigeon,3,6
195,endpoint/common_wood_pigeon/open-uri20210704-1531991-58jxjr+.jpg,common_wood_pigeon,1,6
196,endpoint/common_wood_pigeon/open-uri20210704-1531991-muipib+.jpg,common_wood_pigeon,4,6
197,endpoint/common_wood_pigeon/open-uri20210704-1531991-2z1a1w+.jpg,common_wood_pigeon,0,6
198,endpoint/common_wood_pigeon/open-uri20210704-1531991-2vu7sp+.jpg,common_wood_pigeon,0,6
199,endpoint/common_wood_pigeon/open-uri20210704-1531991-1y4tp70+.jpg,common_wood_pigeon,4,6
200,endpoint/common_wood_pigeon/open-uri20210708-2176199-hj64lh+.jpg,common_wood_pigeon,1,6
201,endpoint/common_wood_pigeon/open-uri20210704-1531991-rphc7i+.jpg,common_wood_pigeon,1,6
202,endpoint/common_wood_pigeon/open-uri20210704-1531991-1nii8fi+.jpg,common_wood_pigeon,1,6
203,endpoint/common_wood_pigeon/open-uri20210704-1531991-1wftlh9+.jpg,common_wood_pigeon,2,6
204,endpoint/common_wood_pigeon/open-uri20210704-1531991-ylcnql+.jpg,common_wood_pigeon,1,6
205,endpoint/common_wood_pigeon/open-uri20210704-1531991-1c5t9bp+.jpg,common_wood_pigeon,4,6
206,endpoint/common_wood_pigeon/open-uri20210704-1531991-1abz7ts+.jpg,common_wood_pigeon,3,6
207,endpoint/common_wood_pigeon/open-uri20210704-1531991-5pcf7z+.jpg,common_wood_pigeon,3,6
208,endpoint/common_wood_pigeon/open-uri20210704-1531991-1nucz8m+.jpg,common_wood_pigeon,2,6
209,endpoint/common_wood_pigeon/open-uri20210704-1531991-cp5asy+.jpg,common_wood_pigeon,3,6
210,endpoint/common_wood_pigeon/open-uri20210708-2176199-nuz3d1+.jpg,common_wood_pigeon,2,6
211,endpoint/common_wood_pigeon/open-uri20210704-1531991-1n51c5k+.jpg,common_wood_pigeon,3,6
212,endpoint/common_wood_pigeon/open-uri20210704-1531991-op1d99+.jpg,common_wood_pigeon,1,6
213,endpoint/common_wood_pigeon/open-uri20210704-1531991-1731v0h+.jpg,common_wood_pigeon,4,6
214,endpoint/common_wood_pigeon/open-uri20210704-1531991-1xdl72i+.jpg,common_wood_pigeon,3,6
215,endpoint/common_wood_pigeon/open-uri20210708-2176199-i680jy+.jpg,common_wood_pigeon,1,6
216,endpoint/common_wood_pigeon/open-uri20210704-1531991-1e7rnvk+.jpg,common_wood_pigeon,1,6
217,endpoint/common_wood_pigeon/open-uri20210708-2176199-hkjr54+.jpg,common_wood_pigeon,2,6
218,endpoint/common_wood_pigeon/open-uri20210704-1531991-bs4fl1+.jpg,common_wood_pigeon,1,6
219,endpoint/common_wood_pigeon/open-uri20210704-1531991-103eds+.jpg,common_wood_pigeon,1,6
220,endpoint/common_wood_pigeon/open-uri20210708-2176199-17x84tf+.jpg,common_wood_pigeon,2,6
221,endpoint/common_wood_pigeon/open-uri20210704-1531991-495zre+.jpg,common_wood_pigeon,1,6
222,endpoint/common_wood_pigeon/open-uri20210708-2176199-7ci0qj+.jpg,common_wood_pigeon,4,6
223,endpoint/common_wood_pigeon/open-uri20210704-1531991-1efv8yh+.jpg,common_wood_pigeon,1,6
224,endpoint/common_wood_pigeon/open-uri20210704-1531991-1d9jl1p+.jpg,common_wood_pigeon,3,6
225,endpoint/common_wood_pigeon/open-uri20210704-1531991-jiianj+.jpg,common_wood_pigeon,0,6
226,endpoint/common_wood_pigeon/open-uri20210704-1531991-zf76ld+.jpg,common_wood_pigeon,3,6
227,endpoint/common_wood_pigeon/open-uri20210704-1531991-1vfr5ud+.jpg,common_wood_pigeon,1,6
228,endpoint/common_wood_pigeon/open-uri20210711-2176199-13c4jzs+.jpg,common_wood_pigeon,1,6
229,endpoint/common_wood_pigeon/open-uri20210704-1531991-12ijtsu+.jpg,common_wood_pigeon,0,6
230,endpoint/common_wood_pigeon/open-uri20210704-1531991-1sycdac+.jpg,common_wood_pigeon,1,6
231,endpoint/hooded_crow/open-uri20210711-2176199-181rf4v+.jpg,hooded_crow,1,23
232,endpoint/hooded_crow/open-uri20210704-1531991-17mjgu5+.jpg,hooded_crow,2,23
233,endpoint/hooded_crow/open-uri20210704-1531991-1sjm2s+.jpg,hooded_crow,4,23
234,endpoint/hooded_crow/open-uri20210704-1531991-16st5ug+.jpg,hooded_crow,3,23
235,endpoint/hooded_crow/open-uri20210704-1531991-sngk0a+.jpg,hooded_crow,1,23
236,endpoint/hooded_crow/open-uri20210711-2176199-okaval+.jpg,hooded_crow,0,23
237,endpoint/hooded_crow/open-uri20210712-2176199-1lw7g5c+.jpg,hooded_crow,2,23
238,endpoint/hooded_crow/open-uri20210711-2176199-1rsqgei+.jpg,hooded_crow,2,23
239,endpoint/hooded_crow/open-uri20210711-2176199-491t5e+.jpg,hooded_crow,1,23
240,endpoint/hooded_crow/open-uri20210711-2176199-109rz2b+.jpg,hooded_crow,3,23
241,endpoint/hooded_crow/open-uri20210711-2176199-1uvjvpb+.jpg,hooded_crow,4,23
242,endpoint/hooded_crow/open-uri20210711-2176199-1gfdyvu+.jpg,hooded_crow,1,23
243,endpoint/hooded_crow/open-uri20210704-1531991-14fws2e+.jpg,hooded_crow,0,23
244,endpoint/hooded_crow/open-uri20210711-2176199-1wdmidd+.jpg,hooded_crow,0,23
245,endpoint/hooded_crow/open-uri20210712-2176199-z8p8g3+.jpg,hooded_crow,1,23
246,endpoint/hooded_crow/open-uri20210711-2176199-rrmxof+.jpg,hooded_crow,2,23
247,endpoint/hooded_crow/open-uri20210711-2176199-173sje6+.jpg,hooded_crow,1,23
248,endpoint/hooded_crow/open-uri20210704-1531991-1rsdjhk+.jpg,hooded_crow,4,23
249,endpoint/hooded_crow/open-uri20210704-1531991-138uk85+.jpg,hooded_crow,4,23
250,endpoint/long_tailed_tit/open-uri20210630-1336065-t5x00d+.jpg,long_tailed_tit,1,26
251,endpoint/long_tailed_tit/open-uri20210711-2176199-ojyav4+.jpg,long_tailed_tit,4,26
252,endpoint/long_tailed_tit/open-uri20210630-1223739-1srisnr+.jpg,long_tailed_tit,0,26
253,endpoint/long_tailed_tit/open-uri20210630-1336065-1bw6gp+.jpg,long_tailed_tit,1,26
254,endpoint/long_tailed_tit/open-uri20210630-1336065-qfhtnt+.jpg,long_tailed_tit,3,26
255,endpoint/long_tailed_tit/open-uri20210630-1336065-1sv31p7+.jpg,long_tailed_tit,3,26
256,endpoint/long_tailed_tit/open-uri20210630-1336065-whmvxr+.jpg,long_tailed_tit,4,26
257,endpoint/long_tailed_tit/open-uri20210630-1223739-65a8w4+.jpg,long_tailed_tit,2,26
258,endpoint/long_tailed_tit/open-uri20210630-1336065-5h89ae+.jpg,long_tailed_tit,2,26
259,endpoint/long_tailed_tit/open-uri20210630-1336065-aheinn+.jpg,long_tailed_tit,2,26
260,endpoint/long_tailed_tit/open-uri20210630-1223739-3eudqv+.jpg,long_tailed_tit,1,26
261,endpoint/long_tailed_tit/open-uri20210630-1336065-xzo8bk+.jpg,long_tailed_tit,0,26
262,endpoint/long_tailed_tit/open-uri20210630-1223739-1xqb13i+.jpg,long_tailed_tit,3,26
263,endpoint/long_tailed_tit/open-uri20210630-1336065-tk2ism+.jpg,long_tailed_tit,4,26
264,endpoint/long_tailed_tit/open-uri20210630-1223739-12ipwpa+.jpg,long_tailed_tit,2,26
265,endpoint/long_tailed_tit/open-uri20210630-1336065-ldgje+.jpg,long_tailed_tit,4,26
266,endpoint/long_tailed_tit/open-uri20210630-1223739-1qkvvnx+.jpg,long_tailed_tit,3,26
267,endpoint/long_tailed_tit/open-uri20210630-1223739-yy8sw9+.jpg,long_tailed_tit,4,26
268,endpoint/long_tailed_tit/open-uri20210630-1336065-tiurf7+.jpg,long_tailed_tit,2,26
269,endpoint/long_tailed_tit/open-uri20210630-1336065-1qy9djv+.jpg,long_tailed_tit,1,26
270,endpoint/long_tailed_tit/open-uri20210630-1223739-ul71yi+.jpg,long_tailed_tit,1,26
271,endpoint/long_tailed_tit/open-uri20210630-1223739-11txx86+.jpg,long_tailed_tit,3,26
272,endpoint/long_tailed_tit/open-uri20210630-1223739-11c1vfb+.jpg,long_tailed_tit,3,26
273,endpoint/long_tailed_tit/open-uri20210630-1336065-1i1pqo6+.jpg,long_tailed_tit,3,26
274,endpoint/long_tailed_tit/open-uri20210630-1336065-15j5xy6+.jpg,long_tailed_tit,1,26
275,endpoint/long_tailed_tit/open-uri20210630-1336065-195ldfr+.jpg,long_tailed_tit,4,26
276,endpoint/long_tailed_tit/open-uri20210630-1223739-18w41s4+.jpg,long_tailed_tit,4,26
277,endpoint/long_tailed_tit/open-uri20210630-1223739-gvqr6g+.jpg,long_tailed_tit,0,26
278,endpoint/long_tailed_tit/open-uri20210630-1336065-1dvtw3t+.jpg,long_tailed_tit,4,26
279,endpoint/long_tailed_tit/open-uri20210630-1336065-1odky0j+.jpg,long_tailed_tit,0,26
