,imgpath,split
109,/home/mborisov/data/fox/open-uri20210630-1223739-zgpg0m,crossval
110,/home/mborisov/data/fox/open-uri20210630-1223739-ipmzoo,crossval
111,/home/mborisov/data/fox/open-uri20210617-4163674-zfbhso,crossval
112,/home/mborisov/data/fox/open-uri20210630-1223739-1bvykxj,crossval
113,/home/mborisov/data/fox/open-uri20210617-4163674-1iib1pp,crossval
114,/home/mborisov/data/fox/open-uri20210617-4163674-6k8lsj,crossval
115,/home/mborisov/data/fox/open-uri20210723-3729564-9prv7,crossval
116,/home/mborisov/data/fox/open-uri20210630-1223739-13ietu5,crossval
117,/home/mborisov/data/fox/6d81f14e0243d55abbb592343d593137.jpg,test
118,/home/mborisov/data/fox/open-uri20210630-1223739-xzozx4,crossval
119,/home/mborisov/data/fox/open-uri20210630-1223739-10tpsd5,crossval
120,/home/mborisov/data/fox/open-uri20210723-3729564-t6r07n,crossval
121,/home/mborisov/data/annas_hummingbird/799177345e9792aa7aa04cccb09726fc.jpg,test
122,/home/mborisov/data/annas_hummingbird/20210810-65613-rd50hj,crossval
123,/home/mborisov/data/annas_hummingbird/556f53d85f16d1cd88c6846add13b84f.jpg,test
124,/home/mborisov/data/annas_hummingbird/b40e67ccaf308823a54ff67db2670cd9.jpg,test
125,/home/mborisov/data/annas_hummingbird/08e9ce7c3bb26e0cceb11c391ff3f51c.jpg,crossval
126,/home/mborisov/data/annas_hummingbird/cba589b6433079adfaa79da456aca38e.jpg,test
127,/home/mborisov/data/annas_hummingbird/2fdccedf1141b95297bc56fd50bcf205.jpg,test
128,/home/mborisov/data/annas_hummingbird/2fa5aa6358382aae7e829636a172e667.jpg,crossval
129,/home/mborisov/data/annas_hummingbird/292a3f53131c4fea5e19c301bb0db06e.jpg,crossval
130,/home/mborisov/data/great_spotted_woodpecker_female/30a198703d9a1dd875393d8a94bf63c3.jpg,test
131,/home/mborisov/data/great_spotted_woodpecker_female/deb5f5c82c2b9a326c4e06384b801076.jpg,test
132,/home/mborisov/data/great_spotted_woodpecker_female/875c2d31cc5bcefb8c31e9ac52018ef5.jpg,test
133,/home/mborisov/data/great_spotted_woodpecker_female/4268bf418aa3412f30e856f267a3e1bf.jpg,test
134,/home/mborisov/data/great_spotted_woodpecker_female/2845d3b3941f39e1e14a7abdb6ffdb08.jpg,test
135,/home/mborisov/data/great_spotted_woodpecker_female/d4c75f8d5867069bc4a918769deb9cb9.jpg,test
136,/home/mborisov/data/great_spotted_woodpecker_female/fd21304f7531ce5d81c589b36e0ed427.jpg,test
137,/home/mborisov/data/great_spotted_woodpecker_female/7c262b9ca6de231d9cb763c7efb49431.jpg,test
138,/home/mborisov/data/great_spotted_woodpecker_female/bb252e2b60f40ff1f79ffd8aa25045fe.jpg,test
139,/home/mborisov/data/great_spotted_woodpecker_female/c7de716233c411e3587076ce5dbe3027.jpg,test
140,/home/mborisov/data/great_spotted_woodpecker_female/73f038f43a6c6ac426d068acf95913a3.jpg,test
141,/home/mborisov/data/great_spotted_woodpecker_female/16ecac1e0c558cfd378c67556f40bd69.jpg,test
142,/home/mborisov/data/great_spotted_woodpecker_female/130ee993823bfddaf8be37da5c62052d.jpg,test
143,/home/mborisov/data/great_spotted_woodpecker_female/9d0ae9ffe4611e5d7be0e59c015e7228.jpg,test
144,/home/mborisov/data/great_spotted_woodpecker_female/32dad94aa70560d79b0cc29f833ec114.jpg,test
145,/home/mborisov/data/great_spotted_woodpecker_female/c518ba2bc35f95f0fe71f06ff5d8cfcc.jpg,test
146,/home/mborisov/data/great_spotted_woodpecker_female/ba0c87a0d6b83ab4d9ed62e2c469cb6f.jpg,test
147,/home/mborisov/data/great_spotted_woodpecker_female/f9dd5b4afddfde0ef1292e380bfe0d78.jpg,test
148,/home/mborisov/data/great_spotted_woodpecker_female/0f1f977675058b7d209d9a77528afe9e.jpg,test
149,/home/mborisov/data/great_spotted_woodpecker_female/d797b1e68c9480d46f8647bf3741f2c1.jpg,test
150,/home/mborisov/data/mallard_duck/155770621.jpg,crossval
151,/home/mborisov/data/mallard_duck/85105951.jpg,crossval
152,/home/mborisov/data/mallard_duck/293118111.jpg,crossval
153,/home/mborisov/data/mallard_duck/177010241.jpg,crossval
154,/home/mborisov/data/mallard_duck/144213231.jpg,crossval
155,/home/mborisov/data/mallard_duck/188477661.jpg,crossval
156,/home/mborisov/data/mallard_duck/282422751.jpg,crossval
157,/home/mborisov/data/mallard_duck/102531261.jpg,crossval
158,/home/mborisov/data/mallard_duck/339360661.jpg,crossval
159,/home/mborisov/data/mallard_duck/171816001.jpg,crossval
160,/home/mborisov/data/mallard_duck/222829491.jpg,crossval
161,/home/mborisov/data/mallard_duck/293118121.jpg,crossval
162,/home/mborisov/data/mallard_duck/313719161.jpg,crossval
163,/home/mborisov/data/mallard_duck/183088791.jpg,crossval
164,/home/mborisov/data/mallard_duck/198229661.jpg,crossval
165,/home/mborisov/data/mallard_duck/70948811.jpg,crossval
166,/home/mborisov/data/mallard_duck/207974461.jpg,crossval
167,/home/mborisov/data/mallard_duck/86074461.jpg,crossval
168,/home/mborisov/data/mallard_duck/191483201.jpg,crossval
169,/home/mborisov/data/mallard_duck/76508591.jpg,crossval
170,/home/mborisov/data/mallard_duck/228485031.jpg,crossval
171,/home/mborisov/data/mallard_duck/277480741.jpg,crossval
172,/home/mborisov/data/mallard_duck/84831831.jpg,crossval
173,/home/mborisov/data/mallard_duck/222114841.jpg,crossval
174,/home/mborisov/data/mallard_duck/106609831.jpg,crossval
175,/home/mborisov/data/mallard_duck/137331841.jpg,crossval
176,/home/mborisov/data/mallard_duck/203201111.jpg,crossval
177,/home/mborisov/data/mallard_duck/249697411.jpg,crossval
178,/home/mborisov/data/mallard_duck/288424531.jpg,crossval
179,/home/mborisov/data/mallard_duck/85860431.jpg,crossval
180,/home/mborisov/data/mallard_duck/168674981.jpg,crossval
181,/home/mborisov/data/mallard_duck/270644791.jpg,crossval
182,/home/mborisov/data/mallard_duck/149267891.jpg,crossval
183,/home/mborisov/data/mallard_duck/222343101.jpg,crossval
184,/home/mborisov/data/mallard_duck/190953801.jpg,crossval
185,/home/mborisov/data/mallard_duck/85858771.jpg,crossval
186,/home/mborisov/data/mallard_duck/302894311.jpg,crossval
187,/home/mborisov/data/mallard_duck/277480771.jpg,crossval
188,/home/mborisov/data/mallard_duck/137331831.jpg,crossval
189,/home/mborisov/data/mallard_duck/186453231.jpg,crossval
190,/home/mborisov/data/mallard_duck/130073571.jpg,crossval
191,/home/mborisov/data/mallard_duck/102462701.jpg,crossval
192,/home/mborisov/data/mallard_duck/142648551.jpg,crossval
193,/home/mborisov/data/mallard_duck/149244771.jpg,crossval
194,/home/mborisov/data/mallard_duck/312749311.jpg,crossval
195,/home/mborisov/data/mallard_duck/155770651.jpg,crossval
196,/home/mborisov/data/mallard_duck/170400021.jpg,crossval
197,/home/mborisov/data/mallard_duck/172575931.jpg,crossval
198,/home/mborisov/data/mallard_duck/109004891.jpg,crossval
199,/home/mborisov/data/mallard_duck/172575901.jpg,crossval
200,/home/mborisov/data/mallard_duck/211032471.jpg,crossval
201,/home/mborisov/data/mallard_duck/187897801.jpg,crossval
202,/home/mborisov/data/mallard_duck/115442701.jpg,crossval
203,/home/mborisov/data/mallard_duck/186453151.jpg,crossval
204,/home/mborisov/data/mallard_duck/123733231.jpg,crossval
205,/home/mborisov/data/mallard_duck/314686401.jpg,crossval
206,/home/mborisov/data/mallard_duck/215302401.jpg,crossval
207,/home/mborisov/data/mallard_duck/89308261.jpg,crossval
208,/home/mborisov/data/mallard_duck/191483161.jpg,crossval
209,/home/mborisov/data/mallard_duck/221180801.jpg,crossval
210,/home/mborisov/data/mallard_duck/237719901.jpg,crossval
211,/home/mborisov/data/mallard_duck/124369631.jpg,crossval
212,/home/mborisov/data/mallard_duck/83158451.jpg,crossval
213,/home/mborisov/data/mallard_duck/208295221.jpg,crossval
214,/home/mborisov/data/mallard_duck/55576571.jpg,crossval
215,/home/mborisov/data/mallard_duck/203657021.jpg,crossval
216,/home/mborisov/data/mallard_duck/223983891.jpg,crossval
217,/home/mborisov/data/mallard_duck/53261471.jpg,crossval
218,/home/mborisov/data/mallard_duck/115424071.jpg,crossval
219,/home/mborisov/data/mallard_duck/277480751.jpg,crossval
220,/home/mborisov/data/mallard_duck/38657751.jpg,crossval
221,/home/mborisov/data/mallard_duck/116329921.jpg,crossval
222,/home/mborisov/data/mallard_duck/71121741.jpg,crossval
223,/home/mborisov/data/mallard_duck/71164671.jpg,crossval
224,/home/mborisov/data/mallard_duck/182874911.jpg,crossval
225,/home/mborisov/data/mallard_duck/142330921.jpg,crossval
226,/home/mborisov/data/mallard_duck/166200571.jpg,crossval
227,/home/mborisov/data/mallard_duck/302894131.jpg,crossval
228,/home/mborisov/data/mallard_duck/168282091.jpg,crossval
229,/home/mborisov/data/mallard_duck/157964451.jpg,crossval
230,/home/mborisov/data/mallard_duck/68203431.jpg,crossval
231,/home/mborisov/data/mallard_duck/25336151.jpg,crossval
232,/home/mborisov/data/mallard_duck/313719221.jpg,crossval
233,/home/mborisov/data/mallard_duck/305720511.jpg,crossval
234,/home/mborisov/data/mallard_duck/260015221.jpg,crossval
235,/home/mborisov/data/mallard_duck/177010251.jpg,crossval
236,/home/mborisov/data/mallard_duck/122662221.jpg,crossval
237,/home/mborisov/data/mallard_duck/168677891.jpg,crossval
238,/home/mborisov/data/mallard_duck/117581461.jpg,crossval
239,/home/mborisov/data/mallard_duck/76508561.jpg,crossval
240,/home/mborisov/data/mallard_duck/223983901.jpg,crossval
241,/home/mborisov/data/mallard_duck/255442131.jpg,crossval
242,/home/mborisov/data/mallard_duck/59768491.jpg,crossval
243,/home/mborisov/data/mallard_duck/94783991.jpg,crossval
244,/home/mborisov/data/mallard_duck/152384511.jpg,crossval
245,/home/mborisov/data/mallard_duck/188034361.jpg,crossval
246,/home/mborisov/data/mallard_duck/182165041.jpg,crossval
247,/home/mborisov/data/mallard_duck/40834211.jpg,crossval
248,/home/mborisov/data/mallard_duck/138448001.jpg,crossval
249,/home/mborisov/data/mallard_duck/220207861.jpg,crossval
250,/home/mborisov/data/mallard_duck/68109901.jpg,crossval
251,/home/mborisov/data/mallard_duck/256874871.jpg,crossval
252,/home/mborisov/data/mallard_duck/235110921.jpg,crossval
253,/home/mborisov/data/mallard_duck/207974471.jpg,crossval
254,/home/mborisov/data/mallard_duck/226708391.jpg,crossval
255,/home/mborisov/data/mallard_duck/105881761.jpg,crossval
256,/home/mborisov/data/mallard_duck/79104651.jpg,crossval
257,/home/mborisov/data/mallard_duck/123733241.jpg,crossval
258,/home/mborisov/data/mallard_duck/166856831.jpg,crossval
259,/home/mborisov/data/mallard_duck/86895611.jpg,crossval
260,/home/mborisov/data/mallard_duck/311586541.jpg,crossval
261,/home/mborisov/data/mallard_duck/133406611.jpg,crossval
262,/home/mborisov/data/mallard_duck/109332401.jpg,crossval
263,/home/mborisov/data/mallard_duck/116066821.jpg,crossval
264,/home/mborisov/data/mallard_duck/142648271.jpg,crossval
265,/home/mborisov/data/mallard_duck/174261801.jpg,crossval
266,/home/mborisov/data/mallard_duck/222192931.jpg,crossval
267,/home/mborisov/data/mallard_duck/171230321.jpg,crossval
268,/home/mborisov/data/mallard_duck/203201551.jpg,crossval
269,/home/mborisov/data/mallard_duck/109332411.jpg,crossval
270,/home/mborisov/data/mallard_duck/85589861.jpg,crossval
271,/home/mborisov/data/mallard_duck/137763581.jpg,crossval
272,/home/mborisov/data/mallard_duck/194456581.jpg,crossval
273,/home/mborisov/data/mallard_duck/25623541.jpg,crossval
274,/home/mborisov/data/mallard_duck/154375221.jpg,crossval
275,/home/mborisov/data/mallard_duck/223369041.jpg,crossval
276,/home/mborisov/data/mallard_duck/233291341.jpg,crossval
277,/home/mborisov/data/mallard_duck/137331851.jpg,crossval
278,/home/mborisov/data/mallard_duck/212646661.jpg,crossval
279,/home/mborisov/data/mallard_duck/194456181.jpg,crossval
280,/home/mborisov/data/mallard_duck/318438551.jpg,crossval
281,/home/mborisov/data/mallard_duck/236512451.jpg,crossval
282,/home/mborisov/data/mallard_duck/37002931.jpg,crossval
283,/home/mborisov/data/mallard_duck/139174881.jpg,crossval
284,/home/mborisov/data/mallard_duck/85859251.jpg,crossval
285,/home/mborisov/data/mallard_duck/76793771.jpg,crossval
286,/home/mborisov/data/mallard_duck/228485041.jpg,crossval
287,/home/mborisov/data/mallard_duck/135814961.jpg,crossval
288,/home/mborisov/data/mallard_duck/163550611.jpg,crossval
289,/home/mborisov/data/mallard_duck/87581581.jpg,crossval
290,/home/mborisov/data/mallard_duck/133832991.jpg,crossval
291,/home/mborisov/data/mallard_duck/109332391.jpg,crossval
292,/home/mborisov/data/mallard_duck/156097441.jpg,crossval
293,/home/mborisov/data/mallard_duck/92908461.jpg,crossval
294,/home/mborisov/data/mallard_duck/293100511.jpg,crossval
295,/home/mborisov/data/mallard_duck/89308951.jpg,crossval
296,/home/mborisov/data/mallard_duck/195714051.jpg,crossval
297,/home/mborisov/data/mallard_duck/269956711.jpg,crossval
298,/home/mborisov/data/mallard_duck/47124001.jpg,crossval
299,/home/mborisov/data/mallard_duck/162035571.jpg,crossval
300,/home/mborisov/data/mallard_duck/192247461.jpg,crossval
301,/home/mborisov/data/mallard_duck/104674221.jpg,crossval
302,/home/mborisov/data/mallard_duck/71180481.jpg,crossval
303,/home/mborisov/data/mallard_duck/212552861.jpg,crossval
304,/home/mborisov/data/mallard_duck/108993661.jpg,crossval
305,/home/mborisov/data/mallard_duck/123033071.jpg,crossval
306,/home/mborisov/data/mallard_duck/193047401.jpg,crossval
307,/home/mborisov/data/mallard_duck/222192921.jpg,crossval
308,/home/mborisov/data/mallard_duck/193211521.jpg,crossval
309,/home/mborisov/data/mallard_duck/200463941.jpg,crossval
310,/home/mborisov/data/mallard_duck/145557141.jpg,crossval
311,/home/mborisov/data/mallard_duck/166712151.jpg,crossval
312,/home/mborisov/data/mallard_duck/47391861.jpg,crossval
313,/home/mborisov/data/mallard_duck/173806391.jpg,crossval
314,/home/mborisov/data/mallard_duck/245753141.jpg,crossval
315,/home/mborisov/data/mallard_duck/245753131.jpg,crossval
316,/home/mborisov/data/mallard_duck/62325061.jpg,crossval
317,/home/mborisov/data/mallard_duck/305715641.jpg,crossval
318,/home/mborisov/data/mallard_duck/250842661.jpg,crossval
319,/home/mborisov/data/mallard_duck/186453431.jpg,crossval
320,/home/mborisov/data/mallard_duck/183921411.jpg,crossval
321,/home/mborisov/data/mallard_duck/116329951.jpg,crossval
322,/home/mborisov/data/mallard_duck/279095781.jpg,crossval
323,/home/mborisov/data/mallard_duck/282154371.jpg,crossval
324,/home/mborisov/data/mallard_duck/137763531.jpg,crossval
325,/home/mborisov/data/mallard_duck/191483171.jpg,crossval
326,/home/mborisov/data/mallard_duck/62012041.jpg,crossval
327,/home/mborisov/data/mallard_duck/212524111.jpg,crossval
328,/home/mborisov/data/mallard_duck/305720541.jpg,crossval
329,/home/mborisov/data/mallard_duck/97820321.jpg,crossval
330,/home/mborisov/data/mallard_duck/224559701.jpg,crossval
331,/home/mborisov/data/mallard_duck/104674241.jpg,crossval
332,/home/mborisov/data/mallard_duck/293100501.jpg,crossval
333,/home/mborisov/data/mallard_duck/112951631.jpg,crossval
334,/home/mborisov/data/mallard_duck/223369031.jpg,crossval
335,/home/mborisov/data/mallard_duck/323415661.jpg,crossval
336,/home/mborisov/data/mallard_duck/103445421.jpg,crossval
337,/home/mborisov/data/mallard_duck/212523971.jpg,crossval
338,/home/mborisov/data/mallard_duck/281375611.jpg,crossval
339,/home/mborisov/data/mallard_duck/290368011.jpg,crossval
340,/home/mborisov/data/mallard_duck/167882541.jpg,crossval
341,/home/mborisov/data/mallard_duck/122398241.jpg,crossval
342,/home/mborisov/data/mallard_duck/133711321.jpg,crossval
343,/home/mborisov/data/mallard_duck/164097121.jpg,crossval
344,/home/mborisov/data/mallard_duck/289465651.jpg,crossval
345,/home/mborisov/data/mallard_duck/70865171.jpg,crossval
346,/home/mborisov/data/mallard_duck/70681121.jpg,crossval
347,/home/mborisov/data/mallard_duck/66894821.jpg,crossval
348,/home/mborisov/data/mallard_duck/190265341.jpg,crossval
349,/home/mborisov/data/mallard_duck/149244781.jpg,crossval
350,/home/mborisov/data/mallard_duck/62012061.jpg,crossval
351,/home/mborisov/data/mallard_duck/135522971.jpg,crossval
352,/home/mborisov/data/mallard_duck/330475391.jpg,crossval
353,/home/mborisov/data/mallard_duck/248152171.jpg,crossval
354,/home/mborisov/data/mallard_duck/152384571.jpg,crossval
355,/home/mborisov/data/mallard_duck/295641381.jpg,crossval
356,/home/mborisov/data/mallard_duck/174261721.jpg,crossval
357,/home/mborisov/data/mallard_duck/223426711.jpg,crossval
358,/home/mborisov/data/mallard_duck/190265311.jpg,crossval
359,/home/mborisov/data/mallard_duck/47123961.jpg,crossval
360,/home/mborisov/data/mallard_duck/86219871.jpg,crossval
361,/home/mborisov/data/mallard_duck/182040141.jpg,crossval
362,/home/mborisov/data/mallard_duck/264766081.jpg,crossval
363,/home/mborisov/data/mallard_duck/133687041.jpg,crossval
364,/home/mborisov/data/mallard_duck/34068731.jpg,crossval
365,/home/mborisov/data/mallard_duck/208295061.jpg,crossval
366,/home/mborisov/data/mallard_duck/61120001.jpg,crossval
367,/home/mborisov/data/mallard_duck/350538111.jpg,crossval
368,/home/mborisov/data/mallard_duck/317862691.jpg,crossval
369,/home/mborisov/data/mallard_duck/82037901.jpg,crossval
370,/home/mborisov/data/mallard_duck/167882561.jpg,crossval
371,/home/mborisov/data/mallard_duck/105584231.jpg,crossval
372,/home/mborisov/data/mallard_duck/342699151.jpg,crossval
373,/home/mborisov/data/mallard_duck/321213671.jpg,crossval
374,/home/mborisov/data/mallard_duck/150671901.jpg,crossval
